clientId,first_name,last_name,currency,balance
659,Cynthea,Boldry,RUB,601967.68
660,Cris,Reggiani,USD,487072.92
661,Freda,Westgarth,CNY,135661.99
662,Jyoti,Monery,GTQ,654475.4
663,Marla,Lourens,PLN,62775.22
664,Huntington,Westhofer,PHP,814544.17
665,Maggie,Benion,EUR,344148.67
666,Elise,Ilbert,EUR,713534.88
667,Teri,Leggitt,CNY,941656.72
668,Rockie,M'Chirrie,NIO,319848.29
669,Aeriel,Enriquez,ARS,435059.99
670,Edgardo,Tomaselli,UAH,821464.84
671,Camellia,Janjusevic,MXN,944298.79
672,Essy,Devereu,EUR,595122.91
673,Gertie,Warlock,IDR,131477.72
674,Verney,Scrafton,PLN,854930.56
675,Yorgo,Norgan,EUR,972550.16
676,Waverley,Bresland,IDR,570886.05
677,Dael,Oloshkin,CNY,153130.64
678,Ellis,Dominy,EUR,243080.91
679,Davita,Raitt,UAH,48141.79
680,Claudianus,Gierck,PAB,825895.75
681,Wood,Klimpke,THB,451004.39
682,Anatole,Edland,MWK,196359.06
683,Don,Goodright,CNY,101831.67
684,Napoleon,Tice,CNY,883734.9
685,Lauree,Sirey,ARS,351235.02
686,Andee,Schumacher,NAD,544712.19
687,Mair,Benford,BRL,705908.85
688,Adelaida,Portinari,CNY,231385.97
689,Theo,Scouller,EUR,724727.28
690,Bryon,Vicar,BRL,792119.41
691,Frannie,Pedwell,DOP,704520.27
692,Maurine,Burtwistle,BRL,426763.35
693,Courtnay,McLaverty,RSD,193647.59
694,Arden,Dunkerk,IDR,633235.5
695,Buckie,Lehrahan,IDR,418158.29
696,Monica,Van,MNT,183508.83
697,Anica,Yoell,CNY,639551.7
698,Juieta,Barfield,PYG,500654.28
699,Darby,Pedder,CNY,128308.28
700,Harper,Canfer,XOF,681856.26
701,Devonne,Fewings,BRL,221639.36
702,Sonnnie,Gathwaite,ARS,984610.16
703,Glad,Frape,EUR,149672.85
704,Dicky,Starte,CNY,520984.58
705,Lorna,Colthurst,ARS,517845.49
706,Leonora,Hefford,IDR,704738.97
707,Halley,McCullum,PHP,532876.48
708,Conn,Casement,NIO,684209.8
709,Dulci,Eade,CNY,931209.52
710,Christy,O'Loghlen,CNY,855662.34
711,Benn,Sterricks,BRL,679118.4
712,Kerianne,McGavigan,RUB,291423.55
713,Glyn,Checcuzzi,PHP,728692.04
714,Courtenay,Klimkin,CVE,115366.67
715,Dawn,Townson,KES,980538.31
716,Reena,Abrahm,IDR,252265.49
717,Patten,Scading,MDL,825105.58
718,Ashla,Sirkett,IDR,525396.01
719,Jo-ann,Siverns,THB,309365.97
720,Darda,Leband,MNT,401661.49
721,Tabb,Snalum,SDG,407169.13
722,Bertie,Balasini,PAB,289916.8
723,Brett,Melland,CNY,913176.22
724,Warner,Fudge,CNY,32072.76
725,Ethe,Schimmang,BRL,538851.6
726,Angelica,Nelthrop,CNY,248910.53
727,Janene,Goodlake,NPR,600332.95
728,Tully,Bartod,IDR,371437.97
729,Isidor,Thunder,EUR,48893.45
730,Terrence,Mitchener,PHP,446263.5
731,Barth,Fidler,EUR,49565.86
732,Collie,Mowson,BGN,578272.81
733,Barbee,Letrange,IDR,609249.11
734,Raleigh,Jerrams,CNY,57623.27
735,Dave,McKeowon,EUR,714.14
736,Augusto,Euels,GTQ,880292.28
737,Elsa,Ambresin,THB,483828.47
738,Kerrin,McRonald,PLN,107067.41
739,Pasquale,Warbrick,BRL,99229.45
740,Netti,Hardwidge,IDR,293255.2
741,Christoph,Seeler,GBP,739068.92
742,Albina,Kissell,IDR,102411.95
743,Anitra,Yarnell,EUR,2161.55
744,Elmira,Denidge,BRL,473222.64
745,Willa,Mackiewicz,TND,711278.35
746,Corrine,Giaomozzo,CNY,186669.96
747,Essy,Lambrook,CNY,68924.46
748,Florence,Tombleson,RUB,410094.07
749,Gabrielle,McTrustram,CNY,962363.8
750,Hadria,Gioani,IRR,248471.65
751,Janean,Mulholland,ZAR,615662.51
752,Glenine,Skowcraft,EUR,383669.48
753,Philomena,McLoughlin,IDR,998324.13
754,Alicia,Leglise,NOK,224067.09
755,Oneida,Dran,RUB,547452.41
756,Violette,Parriss,IDR,323374.51
757,Anjela,Carayol,VEF,975326.6
758,Poppy,Towey,IDR,525732.19
759,Whitney,Hamprecht,UAH,156283.01
760,Shirlene,Arguile,PHP,700485.1
761,Modesta,Dunleavy,IDR,917383.59
762,Ali,McGiven,USD,983206.43
763,Stavro,Colnet,CLP,661840.19
764,Trish,Beadman,UAH,378497.38
765,Sonnie,Shaughnessy,EUR,509037.43
766,Alida,Chipperfield,PLN,675693.74
767,Bone,Baguley,CAD,720385.65
768,Darda,Headan,RUB,809946.99
769,Dallis,Lowdeane,EUR,940398.98
770,Ivie,Birchall,AMD,109393.73
771,Saunderson,Hullot,IDR,72859.85
772,Patrizia,Doctor,JMD,410667.77
773,Sileas,Ronchka,CNY,261037.33
774,Casie,Larby,PHP,921908.14
775,Jacob,Coller,PHP,717209.91
776,Zebedee,Burleton,PLN,593984.58
777,Anatollo,Kinkead,PHP,597119.81
778,Tybi,Admans,IDR,236842.53
779,Jeniffer,Clemmen,IRR,64477.05
780,Vivian,Ayto,EUR,631329.99
781,Seamus,Wormstone,EUR,922837.61
782,Barbara-anne,Catlette,EUR,167310.35
783,Bern,Petrollo,USD,132579.57
784,Sharlene,De Ruggiero,PHP,306990.53
785,Loralee,Southworth,ETB,874679.33
786,Ernaline,Lownie,CZK,554365.07
787,Fergus,Lanfranconi,EUR,442776.36
788,Fernanda,Leagas,BYR,512370.95
789,Verena,Scothern,PEN,207019.63
790,Susanne,Kubec,PHP,501464.93
791,Gran,Izakovitz,CNY,49305.16
792,Yanaton,Bosworth,PHP,938103.72
793,Cristian,Gumbley,CNY,449231.92
794,Darrelle,Stanfield,RSD,728355.02
795,Rebekkah,Feathers,IDR,966583.23
796,Madelon,Blackall,CNY,222255.01
797,Rhea,Duckerin,EUR,553942.97
798,Harriette,Rogeon,BRL,301442.56
799,Lek,Selkirk,MYR,528456.99
800,Blondell,Macconachy,EUR,728990.78
801,Sybila,Dumsday,PHP,366453.24
802,Elenore,Ismay,RUB,205525.44
803,Delphinia,Makiver,IDR,959614.13
804,Dawn,Tapper,EUR,59623.43
805,Clair,Bridgwood,JPY,183288.95
806,Hettie,Harbottle,CNY,864888.22
807,Grantham,Leggan,JPY,791348.62
808,Adriano,Keningley,NOK,902016.7
809,Neilla,Mendus,CNY,797952.7
810,Bobbi,Colomb,MMK,908801.66
811,Brigida,Shevelin,CNY,429234.97
812,Horton,Hale,BRL,109954.24
813,Wilhelm,Raffon,PEN,374401.82
814,Fabien,Muscott,XOF,606261.76
815,Cassondra,Rigts,BRL,48792.29
816,Anton,Skeats,RUB,534847.57
817,Joye,Scheffler,PLN,921626.47
818,Nathanael,Petronis,AMD,355628.23
819,Harlan,Griffin,IDR,942082.87
820,Avis,Rivitt,MGA,28861.57
821,Haley,Willwood,MNT,950441.5
822,Bail,Antonoczyk,ZAR,147223.77
823,Ursa,Waison,IDR,732685.15
824,Luce,Brastead,BDT,341289.22
825,Kaiser,Champneys,IDR,414033.12
826,Erek,Opdenorth,CNY,957201.28
827,Farr,Daverin,IDR,451026.6
828,Sutton,Manes,ARS,125347.94
829,Fritz,Dullard,CNY,226841.94
830,Cookie,Kyrkeman,IDR,550336.07
831,Doroteya,Waryk,CNY,374997.89
832,Winslow,Mundall,EUR,574231.3
833,Joly,Scaddon,IDR,616338.67
834,Elfrieda,McGinnis,RUB,757697.65
835,Mia,Cettell,CNY,732496.03
836,Tanney,Tregidga,IDR,441010.54
837,Laughton,Sibbet,NGN,967205.16
838,Codi,Fursse,IDR,7649.7
839,Fernanda,Drugan,CNY,408854.3
840,Craggy,Cathrae,XOF,467199.65
841,Melantha,Maskelyne,THB,492420.7
842,Amie,Curme,RUB,112561.67
843,Lizzy,Digweed,JPY,886710.98
844,Adriena,Praten,LTL,836279.41
845,Katleen,Killshaw,CNY,351456.42
846,Gerladina,Cherrington,MXN,609010.63
847,Suzie,Macenzy,CNY,159551.23
848,Lila,Langthorn,IDR,799391.92
849,Arnaldo,Houlton,BOB,988747.69
850,Blanca,Jacklings,BGN,708020.67
851,Cedric,Gounod,MXN,664224.02
852,Ben,Scutcheon,JPY,763131.74
853,Sullivan,Simeonov,CNY,666560.66
854,Artair,Marl,EUR,346142.05
855,Hinze,Standfield,RUB,18069.3
856,Chip,Jacqueminet,JPY,876040.24
857,Tammi,Greenalf,JPY,342393.62
858,Georgeanne,Chaucer,CAD,495677.86
859,Sammy,Siddon,BAM,851469.88
860,David,Jenno,NOK,745090.68
861,Ernst,Juszczak,AMD,420232.81
862,Caterina,Almeida,IDR,725240.67
863,Viva,Chiles,EUR,965774.5
864,Daffie,Reuter,LAK,273678.39
865,Flory,Gore,IDR,65388.57
866,Catherina,Samett,EUR,473573.8
867,Karlik,Sybry,EUR,106195.68
868,Samantha,Olley,PKR,109894.28
869,Edmon,Clappison,PHP,191027.51
870,Jillian,Maxwaile,UAH,340450.32
871,Noelani,Izhakov,CZK,651407.08
872,Joshuah,Corcut,PEN,89835.14
873,Evangelin,Leon,EUR,41255.52
874,Franzen,Pasmore,CNY,668116.37
875,Humfrid,Fowley,HRK,489488.32
876,Ailey,Leese,PHP,308826.32
877,Averell,Jozefiak,PLN,54468.63
878,Luigi,Osinin,SEK,967462.68
879,Hunt,Collis,THB,535294.08
880,Becki,Wikey,IDR,49258.96
881,Onfroi,Snalom,EGP,112408.57
882,Patrick,Demanche,SEK,844809.44
883,Ariela,Pelzer,CNY,157412.57
884,Fredia,Nafziger,PHP,512258.55
885,Gayelord,Pieroni,CNY,169185.25
886,Darlleen,Beresford,AFN,64615.76
887,Godard,Simoens,NAD,76017.88
888,Guinna,Dicks,CNY,82623.81
889,Zared,Boylund,PHP,338037.65
890,Dore,Rowson,EUR,69383.99
891,Fallon,Torbard,SEK,189420.45
892,Tonye,Flexman,SEK,836238.02
893,Ludwig,Grigorian,PEN,367224.06
894,Liva,Lyes,BRL,40771.98
895,Lyon,Riatt,PEN,577404.25
896,Cord,Ughini,IDR,411739.4
897,Fina,Fontenot,EUR,665425.15
898,Harley,Cutten,CNY,182876.34
899,Vanda,Crutchley,CAD,373124.37
900,Tucky,Clarson,ZMW,33479.86
901,Elwood,Plinck,PEN,469036.91
902,Thadeus,Poyner,PLN,671980.9
903,Abbey,Benford,PEN,759667.78
904,Lizzy,Winser,JMD,141276.3
905,Alta,Garmey,SEK,796297.88
906,Robinett,Longstreeth,BRL,703327.49
907,Guillemette,Klimes,SEK,427512.56
908,Lance,McMonies,PHP,268132.18
909,Koenraad,Peeke,BAM,759387.32
910,Livy,Whytock,CNY,616688.0
911,Anabel,Zannetti,RUB,897564.35
912,Gretal,Toller,UAH,698931.8
913,Petra,Chasteau,COP,302995.7
914,Madalena,Grzes,CNY,533020.56
915,Constancia,Levison,PHP,526742.83
916,Stevena,Jennens,ARS,65288.22
917,Adelaide,Bloxholm,BRL,548445.18
918,Jarvis,Markwick,THB,968514.18
919,Temp,Moles,EUR,215019.54
920,Brigid,Connors,CNY,787171.94
921,Lyman,Crisall,EUR,986458.37
922,Tabby,Nevett,USD,339664.19
923,Frayda,Bearne,THB,63769.32
924,Gilbertina,Shafier,BRL,264592.07
925,Danella,Semmence,PLN,15039.68
926,Alec,Josh,PEN,329037.02
927,Chadwick,Honig,IDR,487647.64
928,Margarette,Kilmister,ARS,453016.52
929,Portie,Hindhaugh,UAH,260813.82
930,Judd,Daffern,BYR,274656.82
931,Vasilis,Campanelli,USD,244345.98
932,Rivkah,Meeron,IDR,828849.43
933,Bent,Wurst,EUR,693858.4
934,Bunnie,Pilkington,EUR,815031.36
935,Reagan,Gammage,IDR,808909.29
936,Renelle,Lowthorpe,CNY,510689.62
937,Gray,Grimditch,THB,312973.43
938,Jackelyn,Pirri,UAH,368011.83
939,Bondon,Athowe,CNY,39222.54
940,Gabie,Trow,IDR,237608.48
941,Zach,Arbuckle,EUR,102006.93
942,Amalie,Torbett,NGN,287251.23
943,Gael,Squelch,EUR,285116.33
944,Myrtie,Alfonsetto,PHP,530868.34
945,Samson,Allman,PLN,311497.46
946,Gwyneth,Agar,CNY,503675.9
947,Lynette,Paintain,PHP,22914.72
948,Eileen,Dulson,VND,128425.11
949,Desirae,Gaskin,SEK,64107.22
950,Dominica,Plascott,SEK,739865.01
951,Laurella,Quinevan,IDR,138359.17
952,Sherri,Partkya,CAD,657272.46
953,Willetta,Lefeuvre,RUB,510057.37
954,Sawyer,Abelevitz,USD,461952.38
955,Ellary,Marham,RUB,124370.95
956,Sterling,Schelle,USD,837068.72
957,Wilbert,Lampert,IDR,161931.66
958,Phedra,Duxbarry,PHP,296604.14
959,Gayle,Plumm,ZAR,104019.5
960,Gare,Tregea,IDR,570248.54
961,Bobette,Olland,EUR,657825.67
962,Prudence,Vuitte,PLN,405056.51
963,Otha,Grebner,UYU,104501.45
964,Celina,Pember,IDR,374459.94
965,Alfreda,Bloss,CNY,188209.56
966,Bancroft,Gensavage,ARS,566196.61
967,Hartwell,Swainger,PLN,991094.87
968,Jacky,Pitkaithly,EUR,299570.72
969,Lyndsie,Chmiel,CNY,836285.2
970,Toby,Gothrup,USD,966662.43
971,Diena,Lesek,PHP,795057.25
972,Gibby,Durtnall,IDR,956971.82
973,Ciro,Jenicek,EUR,187091.56
974,Abigale,Moscon,EGP,137245.1
975,Brena,Game,XAF,426758.01
976,Mavra,Prosh,ILS,870978.26
977,Darline,Burfoot,COP,961061.87
978,Cassie,Ramm,PAB,529312.83
979,Norrie,Skupinski,EUR,915834.31
980,Doe,McMeekan,XCD,672225.3
981,Aurthur,Attard,JPY,797252.66
982,Vita,Laval,UAH,974386.12
983,Wilfrid,Durnford,CNY,111684.79
984,Kinna,Packe,IDR,228392.66
985,Gasper,Arrowsmith,UYU,510317.74
986,Patty,Baskeyfied,PHP,826319.67
987,Gaultiero,Cervantes,CNY,92880.23
988,Carola,Redmell,HRK,825851.03
989,Massimiliano,Cantero,YER,91666.17
990,Liam,Sames,CNY,729365.71
991,Osbourn,Mullan,BRL,792015.11
992,Maxim,Dybell,CNY,632585.51
993,Roanna,Brimilcome,MYR,827705.81
994,Early,Tichner,IDR,30034.27
995,Joella,Rawstorn,GTQ,303525.68
996,Cort,Aluard,EUR,882417.7
997,Norri,Oslar,ALL,63022.06
998,Herrick,Worvell,TZS,649821.07
999,Winifred,Atwel,BDT,193430.8
1000,Orelie,Rantoull,EUR,557509.23
